type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
red,7.0,0.685,0.0,0.07692307692307691,0.9375000000000001,0.10526315789473684,0.06324110671936758,0.99606,3.34,0.6,0.2741935483870967,5
red,6.7,0.28,0.28,0.10650887573964497,0.03125000000000001,0.4605263157894737,0.3715415019762846,0.99064,3.26,0.39,0.596774193548387,7
red,7.7,0.54,0.26,0.07692307692307691,0.8333333333333334,0.2894736842105263,0.5573122529644269,0.99636,3.26,0.59,0.2741935483870967,5
white,6.3,0.34,0.36,0.2544378698224853,0.27083333333333337,0.39473684210526316,0.7075098814229249,0.9946,3.15,0.49,0.2741935483870967,5
red,5.9,0.395,0.13,0.10650887573964497,0.4895833333333333,0.17105263157894737,0.08695652173913043,0.99362,3.62,0.67,0.7096774193548389,6
white,6.6,0.36,0.52,0.562130177514793,0.4270833333333333,0.3684210526315789,0.5296442687747036,0.99628,3.07,0.4,0.2258064516129033,5
red,6.7,0.46,0.24,0.06508875739644972,0.7083333333333334,0.2236842105263158,0.11067193675889328,0.9948,3.39,0.6,0.41935483870967744,6
white,7.1,0.18,0.32,0.6863905325443788,0.40625,0.4605263157894737,0.47035573122529645,0.9967,2.92,0.54,0.2258064516129033,6
white,6.7,0.44,0.31,0.07692307692307691,0.21874999999999997,0.5263157894736842,0.38735177865612647,0.99,3.29,0.62,0.7419354838709677,7
white,6.0,0.28,0.27,0.8816568047337279,0.28124999999999994,0.39473684210526316,0.5059288537549407,0.99408,3.19,0.44,0.8064516129032259,7
white,6.5,0.36,0.31,0.7662721893491126,0.4583333333333333,0.25,0.42292490118577075,0.99544,3.2,0.56,0.48387096774193555,6
white,8.5,0.32,0.36,0.8461538461538463,0.3333333333333333,0.6052631578947368,0.7272727272727273,0.9982,3.08,0.31,0.32258064516129037,6
white,6.4,0.21,0.3,0.2958579881656805,0.3645833333333333,0.5526315789473685,0.6086956521739131,0.9949,3.6,0.41,0.41935483870967744,6
red,8.0,0.59,0.16,0.07100591715976333,0.5833333333333334,0.02631578947368421,0.039525691699604744,0.9962,3.42,0.92,0.40322580645161293,7
white,7.3,0.19,0.27,0.7869822485207102,0.5,0.5789473684210527,0.5889328063241107,0.99807,2.94,0.41,0.12903225806451626,8
white,7.4,0.25,0.36,0.7455621301775148,0.6041666666666666,0.6842105263157895,0.6798418972332015,0.9976,3.01,0.48,0.16129032258064518,6
red,10.4,0.64,0.24,0.1301775147928994,1.0,0.3684210526315789,0.1857707509881423,0.9998,3.24,0.67,0.3064516129032259,5
white,7.190360944777112,0.3353251288874106,0.29,0.3313609467455622,0.38541666666666663,0.3684210526315789,0.8735177865612648,0.9952,3.29,0.53,0.3387096774193548,6
white,6.0,0.22,0.28,0.029585798816568056,0.2604166666666667,0.6052631578947368,0.33201581027667987,0.98862,3.22,0.38,0.7419354838709677,6
red,7.7,0.28,0.3,0.08284023668639054,0.5520833333333333,0.2236842105263158,0.11067193675889328,0.9952,3.28,0.9,0.5322580645161292,7
white,7.0,0.17,0.74,0.7218934911242605,0.37499999999999994,0.3026315789473684,0.4743083003952569,0.9942,3.26,0.38,0.6774193548387096,8
white,7.4,0.27,0.48,0.029585798816568056,0.3958333333333333,0.21052631578947367,0.4980237154150198,0.9914,3.19,0.49,0.5806451612903226,6
white,7.1,0.21,0.3,0.047337278106508875,0.29166666666666663,0.5789473684210527,0.541501976284585,0.9932,3.13,0.33,0.3064516129032259,6
red,11.9,0.39,0.69,0.1301775147928994,0.8958333333333334,0.21052631578947367,0.11462450592885376,0.9994,3.1,0.61,0.4516129032258066,6
white,7.8,0.21,0.49,0.03550295857988166,0.28124999999999994,0.25,0.3675889328063241,0.99,3.05,0.28,0.6612903225806451,7
red,9.6,0.6,0.5,0.10059171597633135,0.7291666666666667,0.35526315789473684,0.25691699604743085,0.9997,3.5,0.57,0.2741935483870967,5
red,7.2,0.57,0.05,0.10059171597633135,0.7500000000000001,0.19736842105263158,0.11857707509881422,0.99564,3.38,0.6,0.37096774193548404,6
white,7.0,0.17,0.31,0.24852071005917162,0.2604166666666667,0.4342105263157895,0.4980237154150198,0.9944,3.36,0.48,0.25806451612903225,7
white,6.5,0.16,0.33,0.24852071005917162,0.35416666666666663,0.5789473684210527,0.4268774703557312,0.992,3.18,0.44,0.5161290322580645,6
red,6.9,0.63,0.01,0.10650887573964497,0.6979166666666667,0.17105263157894737,0.13043478260869565,0.99522,3.34,0.53,0.4516129032258066,6
white,5.6,0.34,0.25,0.11242603550295859,0.38541666666666663,0.6052631578947368,0.6956521739130435,0.99093,3.21,0.4,0.5322580645161292,5
white,6.7,0.33,0.34,0.4082840236686391,0.28124999999999994,0.5,0.466403162055336,0.99123,2.99,0.32,0.7096774193548389,8
red,7.8,0.56,0.19,0.08875739644970415,0.7500000000000001,0.18421052631578946,0.391304347826087,0.9962,3.33,0.54,0.24193548387096778,5
white,8.0,0.27,0.33,0.03550295857988166,0.4270833333333333,0.5263157894736842,0.383399209486166,0.99002,3.0,0.45,0.7096774193548389,6
white,6.4,0.19,0.35,0.5680473372781065,0.35416666666666663,0.5131578947368421,0.3952569169960474,0.99632,3.16,0.5,0.2741935483870967,6
white,6.8,0.21,0.31,0.13609467455621302,0.38541666666666663,0.5131578947368421,0.45454545454545453,0.9913,3.07,0.65,0.46774193548387105,7
red,7.6,0.54,0.02,0.06508875739644972,0.7916666666666667,0.21052631578947367,0.09881422924901186,0.99589,3.37,0.51,0.3870967741935485,6
white,6.8,0.25,0.29,0.08284023668639054,0.34375,0.23684210526315788,0.7233201581027668,0.9952,3.46,0.54,0.35483870967741926,6
white,6.6,0.34,0.24,0.15976331360946747,0.2604166666666667,0.3684210526315789,0.3675889328063241,0.99031,3.1,0.4,0.6935483870967744,7
white,5.6,0.26,0.5,0.6390532544378699,0.20833333333333337,0.3157894736842105,0.3438735177865613,0.99428,3.23,0.49,0.40322580645161293,6
white,4.4,0.46,0.1,0.1301775147928994,0.15625,0.39473684210526316,0.4150197628458498,0.98816,3.48,0.34,0.8225806451612904,6
white,6.7,0.13,0.29,0.2781065088757397,0.43749999999999994,0.39473684210526316,0.45849802371541504,0.9944,3.44,0.37,0.2741935483870967,6
white,7.1,0.28,0.26,0.07692307692307691,0.4166666666666667,0.14473684210526316,0.31620553359683795,0.9934,3.15,0.38,0.2258064516129033,5
white,5.9,0.37,0.14,0.3372781065088758,0.28124999999999994,0.4342105263157895,0.7075098814229249,0.9944,3.17,0.63,0.2903225806451614,5
white,8.3,0.22,0.34,0.029585798816568056,0.35416666666666663,0.25,0.43478260869565216,0.9927,3.0,0.47,0.35483870967741926,6
white,7.7,0.32,0.61,0.6627218934911244,0.3333333333333333,0.8552631578947368,0.7193675889328063,0.99794,3.0,0.54,0.20967741935483886,5
red,15.5,0.645,0.49,0.21301775147928997,0.8958333333333334,0.11842105263157894,0.06719367588932806,1.00315,2.92,0.74,0.5,5
white,10.0,0.2,0.39,0.047337278106508875,0.4270833333333333,0.23684210526315788,0.5770750988142292,0.994,3.0,0.42,0.3870967741935485,6
white,6.4,0.27,0.45,0.45562130177514804,0.4270833333333333,0.6710526315789473,0.7509881422924901,0.9955,3.18,0.48,0.24193548387096778,5
white,6.4,0.25,0.57,0.02366863905325444,0.5520833333333333,0.2631578947368421,0.45849802371541504,0.99238,3.0,0.4,0.24193548387096778,5
white,6.4,0.24,0.29,0.02366863905325444,0.3020833333333333,0.2236842105263158,0.45849802371541504,0.9906,3.3,0.42,0.5645161290322581,5
white,7.1,0.35,0.27,0.14792899408284024,0.2604166666666667,0.35526315789473684,0.5059288537549407,0.9897,3.26,0.38,0.8225806451612904,7
white,5.6,0.35,0.37,0.02366863905325444,0.3020833333333333,0.06578947368421052,0.2608695652173913,0.9902,3.37,0.34,0.5483870967741936,5
red,12.3,0.5,0.49,0.09467455621301776,0.8333333333333334,0.05263157894736842,0.03162055335968379,1.0002,3.19,0.44,0.25806451612903225,5
red,8.4,0.635,0.36,0.08284023668639054,0.8333333333333334,0.18421052631578946,0.19367588932806323,0.99745,3.31,0.57,0.3870967741935485,4
white,7.0,0.22,0.26,0.029585798816568056,0.29166666666666663,0.25,0.25691699604743085,0.9902,3.1,0.38,0.596774193548387,6
white,7.0,0.22,0.3,0.047337278106508875,0.3229166666666667,0.17105263157894737,0.22529644268774704,0.98985,3.2,0.33,0.6451612903225807,6
white,6.5,0.39,0.23,0.2840236686390533,0.43749999999999994,0.3157894736842105,0.5652173913043478,0.9934,3.24,0.35,0.32258064516129037,5
white,6.0,0.39,0.26,0.12426035502958581,0.3020833333333333,0.5,0.7154150197628458,0.99325,3.41,0.5,0.4516129032258066,6
red,6.8,0.6,0.18,0.07692307692307691,0.7291666666666667,0.2236842105263158,0.31620553359683795,0.9968,3.59,0.57,0.20967741935483886,6
white,6.5,0.19,0.34,0.0591715976331361,0.20833333333333337,0.5,0.43478260869565216,0.98954,3.21,0.68,0.7258064516129034,6
white,7.3,0.26,0.49,0.26035502958579887,0.19791666666666669,0.40789473684210525,0.39920948616600793,0.9936,3.24,0.54,0.4516129032258066,6
red,9.3,0.49,0.36,0.06508875739644972,0.7500000000000001,0.02631578947368421,0.03162055335968379,0.99702,3.27,0.78,0.46774193548387105,6
white,7.6,0.27,0.3,0.5088757396449705,0.09374999999999999,0.2894736842105263,0.3557312252964427,0.9938,3.08,0.29,0.48387096774193555,6
red,7.2,0.37,0.32,0.08284023668639054,0.5520833333333333,0.18421052631578946,0.08695652173913043,0.9947,3.23,0.73,0.5322580645161292,7
white,6.7,0.27,0.3,0.7869822485207102,0.20833333333333337,0.4342105263157895,0.49407114624505927,0.9953,3.36,0.5,0.6451612903225807,7
white,6.6,0.41,0.16,0.047337278106508875,0.29166666666666663,0.35526315789473684,0.6086956521739131,0.99167,2.95,0.45,0.41935483870967744,6
white,7.3,0.32,0.35,0.047337278106508875,0.4270833333333333,0.09210526315789473,0.6205533596837944,0.99244,3.24,0.42,0.4354838709677419,5
white,6.4,0.24,0.49,0.3076923076923077,0.4583333333333333,0.3157894736842105,0.4505928853754941,0.9942,3.01,0.98,0.40322580645161293,6
white,8.1,0.34,0.28,0.4082840236686391,0.3229166666666667,0.9078947368421053,0.8853754940711462,0.99558,3.14,0.55,0.2903225806451614,6
white,6.2,0.15,0.49,0.017751479289940832,0.25,0.21052631578947367,0.17786561264822134,0.9932,3.3,0.7,0.2258064516129033,6
white,7.8,0.31,0.4,0.0591715976331361,0.18750000000000003,0.25,0.3201581027667984,0.9911,3.15,0.48,0.6290322580645162,6
white,6.8,0.29,0.56,0.668639053254438,0.35416666666666663,0.8552631578947368,0.8853754940711462,0.9972,3.02,0.63,0.20967741935483886,5
white,7.4,0.24,0.22,0.5976331360946746,0.34375,0.32894736842105265,0.2964426877470356,0.9954,2.86,0.36,0.2741935483870967,6
white,6.4,0.17,0.27,0.5502958579881657,0.3958333333333333,0.32894736842105265,0.37549407114624506,0.99596,3.34,0.5,0.3064516129032259,6
white,6.4,0.105,0.29,0.029585798816568056,0.27083333333333337,0.5657894736842105,0.5296442687747036,0.99142,3.17,0.55,0.4354838709677419,7
white,7.6,0.36,0.48,0.7633136094674557,0.3020833333333333,0.5657894736842105,0.43478260869565216,0.9982,3.04,0.48,0.1935483870967741,5
red,7.2,0.25,0.37,0.11242603550295859,0.5625,0.13157894736842105,0.1383399209486166,0.99439,3.52,0.8,0.7096774193548389,7
white,6.4,0.39,0.21,0.03550295857988166,0.3333333333333333,0.4473684210526316,0.5138339920948617,0.99225,3.15,0.46,0.35483870967741926,5
white,6.4,0.31,0.28,0.11242603550295859,0.3125,0.4342105263157895,0.5177865612648221,0.98946,3.22,0.38,0.7580645161290323,6
white,7.0,0.23,0.28,0.12426035502958581,0.4583333333333333,0.19736842105263158,0.33992094861660077,0.99372,3.18,0.56,0.20967741935483886,5
white,6.8,0.31,0.32,0.4142011834319527,0.44791666666666663,0.4473684210526316,0.541501976284585,0.9959,3.14,0.38,0.16129032258064518,5
white,6.9,0.615,0.42,0.6745562130177516,0.6041666666666666,0.3026315789473684,0.49407114624505927,0.99727,3.19,0.34,0.20967741935483886,5
white,6.4,0.34,0.2,0.8461538461538463,0.53125,0.47368421052631576,0.616600790513834,0.9983,3.13,0.45,0.16129032258064518,4
white,6.2,0.3,0.31,0.03550295857988166,0.40625,0.23684210526315788,0.47035573122529645,0.98999,3.32,0.54,0.7419354838709677,6
red,9.1,0.22,0.24,0.08875739644970415,0.71875,0.0,0.08695652173913043,0.999,3.41,0.87,0.37096774193548404,6
white,6.1,0.15,0.29,0.3313609467455622,0.38541666666666663,0.5,0.5731225296442688,0.99471,3.6,0.44,0.41935483870967744,6
red,6.2,0.36,0.24,0.09467455621301776,0.8958333333333334,0.23684210526315788,0.1422924901185771,0.9946,3.57,0.57,0.596774193548387,6
white,6.6,0.2,0.27,0.6094674556213019,0.3020833333333333,0.3684210526315789,0.4901185770750988,0.99496,3.11,0.44,0.40322580645161293,7
white,8.1,0.3,0.49,0.6923076923076924,0.4166666666666667,0.6447368421052632,0.5454545454545454,0.9971,3.09,0.57,0.35483870967741926,7
white,8.5,0.2,0.4,0.029585798816568056,0.38541666666666663,0.39473684210526316,0.3952569169960474,0.99194,3.0,0.35,0.40322580645161293,4
white,5.3,0.275,0.24,0.4023668639053255,0.3020833333333333,0.35526315789473684,0.4268774703557312,0.99313,3.38,0.51,0.48387096774193555,6
white,7.2,0.27,0.27,0.10650887573964497,0.40625,0.3815789473684211,0.5652173913043478,0.9936,3.1,0.51,0.1935483870967741,6
white,7.6,0.1,0.33,0.02366863905325444,0.22916666666666666,0.42105263157894735,0.3438735177865613,0.99094,3.06,0.68,0.5161290322580645,6
red,7.8,0.43,0.32,0.1301775147928994,0.7395833333333334,0.3684210526315789,0.20553359683794467,0.9974,3.31,0.64,0.37096774193548404,5
red,8.2,0.44,0.24,0.10059171597633135,0.5625,0.11842105263157894,0.08695652173913043,0.99613,3.25,0.53,0.35483870967741926,6
red,5.9,0.61,0.08,0.08875739644970415,0.6458333333333333,0.19736842105263158,0.07114624505928854,0.99376,3.56,0.77,0.5,6
white,7.0,0.23,0.35,0.047337278106508875,0.28124999999999994,0.39473684210526316,0.42292490118577075,0.9912,3.16,0.48,0.4516129032258066,7
white,9.6,0.23,0.4,0.053254437869822494,0.3645833333333333,0.23684210526315788,0.5098814229249012,0.9937,2.96,0.49,0.46774193548387105,5
white,8.8,0.24,0.23,0.5739644970414203,0.23958333333333331,0.14473684210526316,0.35968379446640314,0.99571,3.13,0.4,0.4354838709677419,6
white,8.1,0.2,0.3,0.04142011834319528,0.28124999999999994,0.07894736842105263,0.16996047430830039,0.99242,2.99,0.73,0.37096774193548404,5
white,7.1,0.33,0.18,0.3372781065088758,0.8854166666666667,0.34210526315789475,0.6324110671936759,0.99474,2.9,0.49,0.24193548387096778,5
white,7.0,0.21,0.22,0.26627218934911245,0.40625,0.4868421052631579,0.6403162055335968,0.9945,3.34,0.49,0.3870967741935485,6
white,5.8,0.32,0.31,0.12426035502958581,0.4166666666666667,0.3157894736842105,0.5810276679841897,0.99067,3.44,0.73,0.6774193548387096,7
white,7.9,0.26,0.33,0.5739644970414203,0.3125,0.9473684210526315,0.8142292490118577,0.9969,2.93,0.49,0.24193548387096778,6
white,7.6,0.31,0.29,0.5857988165680474,0.3229166666666667,0.2631578947368421,0.549407114624506,0.9966,3.04,0.35,0.2258064516129033,5
white,8.4,0.2,0.38,0.6627218934911244,0.47916666666666663,0.6578947368421053,0.6482213438735178,1.0004,3.34,0.82,0.1451612903225807,6
white,7.7,0.28,0.35,0.8698224852071007,0.4895833333333333,0.39473684210526316,0.43873517786561267,0.9998,3.27,0.5,0.25806451612903225,5
white,7.7,0.28,0.35,0.8698224852071007,0.4895833333333333,0.39473684210526316,0.43873517786561267,0.9998,3.27,0.5,0.25806451612903225,5
red,7.1,0.35,0.29,0.11242603550295859,0.9062500000000001,0.25,0.1857707509881423,0.9962,3.42,0.65,0.48387096774193555,6
white,7.8,0.26,0.49,0.14792899408284024,0.37499999999999994,0.2631578947368421,0.43478260869565216,0.9931,3.16,0.35,0.37096774193548404,5
white,7.3,0.22,0.37,0.8106508875739646,0.5625,0.618421052631579,0.7312252964426877,0.9978,2.89,0.38,0.16129032258064518,6
white,7.5,0.31,0.51,0.8402366863905327,0.3125,0.8026315789473685,0.782608695652174,0.9982,3.06,0.6,0.24193548387096778,5
white,6.6,0.26,0.21,0.13609467455621302,0.17708333333333334,0.618421052631579,0.4743083003952569,0.99089,3.22,0.38,0.5322580645161292,7
white,7.1,0.26,0.32,0.819526627218935,0.6770833333333334,0.3684210526315789,0.39920948616600793,0.998,2.96,0.42,0.1935483870967741,6
white,7.5,0.19,0.4,0.38461538461538464,0.4895833333333333,0.6447368421052632,0.41106719367588934,0.9954,3.06,0.52,0.3064516129032259,6
white,7.6,0.17,0.46,0.017751479289940832,0.28124999999999994,0.8157894736842105,0.5573122529644269,0.99126,3.02,0.41,0.4354838709677419,6
white,4.7,0.145,0.29,0.02366863905325444,0.34375,0.4473684210526316,0.33201581027667987,0.9908,3.76,0.49,0.5322580645161292,6
white,5.7,0.12,0.26,0.2899408284023669,0.2604166666666667,0.2631578947368421,0.3675889328063241,0.99324,3.09,0.57,0.3064516129032259,6
white,6.8,0.18,0.28,0.5443786982248522,0.3125,0.3684210526315789,0.42292490118577075,0.99406,3.11,0.45,0.46774193548387105,7
red,8.7,0.69,0.31,0.14201183431952663,0.8020833333333333,0.2894736842105263,0.2964426877470356,1.0002,3.48,0.74,0.5806451612903226,6
white,7.2,0.16,0.32,0.011834319526627224,0.3229166666666667,0.6447368421052632,0.45454545454545453,0.9922,3.27,0.33,0.32258064516129037,6
red,9.3,0.33,0.45,0.053254437869822494,0.5,0.23684210526315788,0.1225296442687747,0.99498,3.18,0.89,0.5,7
red,7.8,0.6,0.14,0.10650887573964497,0.8020833333333333,0.02631578947368421,0.03557312252964427,0.9975,3.42,0.6,0.4516129032258066,6
white,5.8,0.19,0.33,0.21301775147928997,0.3020833333333333,0.631578947368421,0.5019762845849802,0.99107,3.16,0.42,0.5322580645161292,7
white,8.0,0.14,0.49,0.053254437869822494,0.27083333333333337,0.5394736842105263,0.4505928853754941,0.9928,3.26,0.4,0.41935483870967744,7
white,8.3,0.19,0.49,0.03550295857988166,0.43749999999999994,0.13157894736842105,0.5177865612648221,0.9918,3.06,0.46,0.48387096774193555,6
white,6.0,0.28,0.52,0.3313609467455622,0.19791666666666669,0.47368421052631576,0.38735177865612647,0.99161,3.28,0.51,0.6129032258064518,7
white,6.5,0.28,0.26,0.48520710059171607,0.3229166666666667,0.5657894736842105,0.525691699604743,0.9956,3.32,0.37,0.35483870967741926,6
white,5.8,0.31,0.32,0.23076923076923078,0.15625,0.35526315789473684,0.34782608695652173,0.98906,3.25,0.52,0.9193548387096774,7
red,8.8,0.27,0.46,0.08875739644970415,0.8958333333333334,0.25,0.09090909090909091,0.99488,3.26,0.56,0.5322580645161292,6
white,6.0,0.27,0.3,0.834319526627219,0.3645833333333333,0.18421052631578946,0.5454545454545454,0.99666,3.12,0.53,0.37096774193548404,6
white,5.1,0.39,0.21,0.06508875739644972,0.18750000000000003,0.18421052631578946,0.2608695652173913,0.9894,3.5,0.45,0.7258064516129034,6
white,6.4,0.24,0.26,0.44970414201183434,0.46875,0.6052631578947368,0.6956521739130435,0.99538,3.12,0.5,0.24193548387096778,5
white,8.5,0.21,0.26,0.5118343195266273,0.2604166666666667,0.9473684210526315,0.5375494071146245,0.9945,3.05,0.37,0.5483870967741936,6
white,7.6,0.27,0.25,0.7869822485207102,0.4270833333333333,0.5789473684210527,0.7628458498023716,0.9984,3.34,0.5,0.2903225806451614,6
red,7.3,0.35,0.24,0.08284023668639054,0.6041666666666666,0.35526315789473684,0.16600790513833993,0.99576,3.43,0.54,0.32258064516129037,4
white,6.4,0.18,0.31,0.0591715976331361,0.4166666666666667,0.4605263157894737,0.4782608695652174,0.9934,3.6,0.67,0.3870967741935485,7
white,6.1,0.22,0.23,0.14792899408284024,0.44791666666666663,0.18421052631578946,0.38735177865612647,0.9948,3.14,0.42,0.11290322580645151,5
white,6.9,0.42,0.2,0.8757396449704143,0.35416666666666663,0.7368421052631579,0.7707509881422925,0.99848,3.08,0.54,0.2258064516129033,5
white,8.6,0.37,0.7,0.6834319526627219,0.3125,0.2631578947368421,0.6007905138339921,0.9983,3.0,0.73,0.20967741935483886,6
white,6.8,0.28,0.36,0.0591715976331361,0.3229166666666667,0.3157894736842105,0.3201581027667984,0.9924,3.23,0.66,0.37096774193548404,6
red,9.5,0.39,0.41,0.49112426035502965,0.625,0.2236842105263158,0.13043478260869565,0.99859,3.29,0.81,0.46774193548387105,7
white,7.1,0.38,0.42,0.6627218934911244,0.3333333333333333,0.40789473684210525,0.7391304347826086,0.99624,3.04,0.49,0.32258064516129037,6
red,5.0,0.42,0.24,0.08284023668639054,0.53125,0.23684210526315788,0.17391304347826086,0.9917,3.72,0.74,0.9677419354838711,8
white,5.7,0.265,0.28,0.37278106508875747,0.28124999999999994,0.5921052631578947,0.5691699604743083,0.99299,3.36,0.44,0.4516129032258066,7
white,7.5,0.24,0.31,0.7396449704142013,0.4270833333333333,0.32894736842105265,0.6877470355731226,0.99884,3.05,0.53,0.17741935483870963,6
white,7.4,0.34,0.3,0.8461538461538463,0.29166666666666663,0.9078947368421053,0.6442687747035574,0.99698,3.25,0.37,0.3870967741935485,6
white,6.5,0.3,0.27,0.20118343195266272,0.3020833333333333,0.47368421052631576,0.35968379446640314,0.99026,3.2,0.6,0.7419354838709677,8
white,5.6,0.34,0.3,0.37278106508875747,0.3020833333333333,0.2894736842105263,0.32806324110671936,0.99266,3.25,0.49,0.5,6
red,8.8,0.61,0.19,0.20118343195266272,0.8854166666666667,0.3815789473684211,0.2490118577075099,0.99787,3.22,0.5,0.32258064516129037,6
white,6.5,0.29,0.32,0.14201183431952663,0.28124999999999994,0.4868421052631579,0.3438735177865613,0.9906,3.16,0.59,0.6451612903225807,6
white,6.2,0.21,0.29,0.0591715976331361,0.3125,0.3026315789473684,0.33992094861660077,0.99114,3.27,0.5,0.5161290322580645,6
red,9.3,0.43,0.44,0.07692307692307691,0.7916666666666667,0.10526315789473684,0.06324110671936758,0.99708,3.28,0.55,0.24193548387096778,5
white,7.0,0.35,0.24,0.07692307692307691,0.3229166666666667,0.2631578947368421,0.5454545454545454,0.9923,3.35,0.38,0.48387096774193555,5
white,6.3,0.19,0.29,0.2899408284023669,0.34375,0.5657894736842105,0.7233201581027668,0.99304,3.19,0.47,0.37096774193548404,6
white,6.3,0.1,0.24,0.31952662721893493,0.3125,0.3157894736842105,0.39920948616600793,0.99511,3.59,0.49,0.40322580645161293,7
white,7.5,0.42,0.45,0.5029585798816568,0.20833333333333337,0.25,0.47035573122529645,0.996,3.12,0.36,0.3387096774193548,6
white,6.2,0.29,0.29,0.2958579881656805,0.38541666666666663,0.4473684210526316,0.6798418972332015,0.99313,3.25,0.51,0.40860215,5
white,6.8,0.23,0.29,0.6863905325443788,0.27083333333333337,0.4868421052631579,0.9090909090909091,0.9976,3.35,0.52,0.2903225806451614,6
white,7.1,0.31,0.25,0.6272189349112426,0.40625,0.40789473684210525,0.5138339920948617,0.99663,3.14,0.4,0.24193548387096778,5
white,5.6,0.695,0.06,0.36686390532544383,0.34375,0.10526315789473684,0.308300395256917,0.99432,3.44,0.44,0.35483870967741926,5
white,7.5,0.33,0.39,0.698224852071006,0.5833333333333334,0.3684210526315789,0.44664031620553357,0.9974,3.16,0.39,0.2258064516129033,5
white,7.1,0.17,0.31,0.0591715976331361,0.29166666666666663,0.18421052631578946,0.383399209486166,0.991,3.14,0.5,0.6451612903225807,6
white,6.9,0.25,0.3,0.20710059171597633,0.46875,0.2894736842105263,0.43478260869565216,0.994,2.99,0.38,0.2258064516129033,6
white,6.6,0.17,0.36,0.07692307692307691,0.28124999999999994,0.4868421052631579,0.41106719367588934,0.99056,3.05,0.54,0.5483870967741936,6
white,5.0,0.24,0.21,0.09467455621301776,0.3125,0.39473684210526316,0.3715415019762846,0.99098,3.69,0.62,0.596774193548387,6
red,11.1,0.42,0.47,0.12130177514792899,0.7916666666666667,0.10526315789473684,0.11067193675889328,0.99736,3.24,0.77,0.6612903225806451,7
white,6.2,0.21,0.38,0.36686390532544383,0.28124999999999994,0.8289473684210527,0.9446640316205533,0.9951,3.06,0.36,0.20967741935483886,6
red,10.6,0.42,0.48,0.12426035502958581,0.5833333333333334,0.05263157894736842,0.04743083003952569,0.9972,3.21,0.87,0.5322580645161292,6
white,7.5,0.32,0.26,0.07100591715976333,0.34375,0.15789473684210525,0.5019762845849802,0.9938,3.07,0.38,0.24193548387096778,5
white,4.8,0.65,0.12,0.029585798816568056,0.041666666666666664,0.039473684210526314,0.015810276679841896,0.99246,3.32,0.36,0.8870967741935485,4
white,8.0,0.23,0.28,0.12426035502958581,0.40625,0.631578947368421,0.6284584980237155,0.9952,3.26,0.72,0.24193548387096778,6
red,6.5,0.52,0.11,0.07100591715976333,0.6666666666666666,0.15789473684210525,0.12648221343873517,0.9955,3.34,0.52,0.20967741935483886,5
white,7.4,0.26,0.43,0.31952662721893493,0.13541666666666666,0.27631578947368424,0.47035573122529645,0.9928,3.13,0.55,0.5645161290322581,6
white,7.5,0.32,0.37,0.03550295857988166,0.40625,0.27631578947368424,0.7035573122529645,0.9938,3.09,0.43,0.20967741935483886,5
white,7.0,0.15,0.28,0.834319526627219,0.43749999999999994,0.3684210526315789,0.5652173913043478,0.99792,2.96,0.39,0.16129032258064518,7
white,6.3,0.18,0.22,0.053254437869822494,0.35416666666666663,0.5789473684210527,0.5889328063241107,0.99238,3.19,0.48,0.35483870967741926,5
white,6.1,0.32,0.33,0.5976331360946746,0.28124999999999994,0.34210526315789475,0.36363636363636365,0.99521,3.34,0.52,0.35483870967741926,6
white,6.9,0.19,0.38,0.03254437869822485,0.14583333333333334,0.3815789473684211,0.391304347826087,0.99047,3.11,0.38,0.5483870967741936,5
white,7.3,0.39,0.37,0.029585798816568056,0.35416666666666663,0.4605263157894737,0.42292490118577075,0.991,3.39,0.48,0.7580645161290323,8
white,6.7,0.26,0.26,0.20710059171597633,0.6666666666666666,0.4605263157894737,0.7747035573122529,0.9956,3.3,0.67,0.24193548387096778,5
white,6.7,0.48,0.49,0.13609467455621302,0.21874999999999997,0.35526315789473684,0.45849802371541504,0.98926,3.13,0.4,0.8064516129032259,6
white,10.0,0.91,0.42,0.0591715976331361,0.4895833333333333,0.4342105263157895,0.691699604743083,0.9968,3.11,0.46,0.32258064516129037,4
red,10.4,0.52,0.45,0.08284023668639054,0.7395833333333334,0.06578947368421052,0.02766798418972332,0.99774,3.22,0.76,0.5483870967741936,6
white,7.2,0.28,0.26,0.7041420118343196,0.38541666666666663,0.618421052631579,0.6837944664031621,0.9975,3.1,0.52,0.16129032258064518,6
white,6.2,0.53,0.02,0.017751479289940832,0.27083333333333337,0.06578947368421052,0.2964426877470356,0.99234,3.24,0.35,0.24193548387096778,4
white,8.2,0.32,0.26,0.08875739644970415,0.5520833333333333,0.32894736842105265,0.3201581027667984,0.98974,3.1,0.47,0.774193548387097,6
red,7.6,0.645,0.03,0.07692307692307691,0.8020833333333333,0.17105263157894737,0.2015810276679842,0.9969,3.37,0.46,0.37096774193548404,5
white,9.8,0.31,0.49,0.8757396449704143,0.38541666666666663,0.15789473684210525,0.44664031620553357,1.0004,3.18,0.45,0.24193548387096778,5
white,6.0,0.17,0.21,0.31952662721893493,0.4270833333333333,0.32894736842105265,0.5059288537549407,0.9939,3.08,0.54,0.2903225806451614,6
